Predicted_High
2.698938560485839844e+01
2.731811714172363281e+01
2.737965583801269531e+01
2.729409217834472656e+01
2.703630828857421875e+01
2.682974433898925781e+01
2.670888900756835938e+01
2.718813896179199219e+01
2.753578376770019531e+01
2.778097343444824219e+01
2.783919143676757812e+01
2.759447479248046875e+01
2.765826416015625000e+01
2.763968467712402344e+01
2.775227546691894531e+01
2.777667236328125000e+01
2.783974075317382812e+01
2.819194602966308594e+01
2.873476409912109375e+01
2.896346664428710938e+01
2.861843872070312500e+01
2.805847167968750000e+01
2.781318283081054688e+01
2.817813873291015625e+01
2.786592864990234375e+01
2.752617454528808594e+01
2.760323524475097656e+01
2.747991371154785156e+01
2.754452705383300781e+01
2.770959091186523438e+01
2.740963554382324219e+01
2.721579933166503906e+01
2.729550361633300781e+01
2.683746719360351562e+01
2.627355575561523438e+01
2.603485298156738281e+01
2.649636650085449219e+01
2.643025779724121094e+01
2.635229873657226562e+01
2.631685447692871094e+01
2.637880325317382812e+01
2.646286964416503906e+01
2.653880500793457031e+01
2.658781433105468750e+01
2.671790313720703125e+01
2.728628921508789062e+01
2.708863258361816406e+01
2.680900955200195312e+01
2.659442329406738281e+01
2.668532562255859375e+01
2.682163238525390625e+01
2.694688415527343750e+01
2.711623191833496094e+01
2.719383621215820312e+01
2.724341964721679688e+01
2.718750190734863281e+01
2.729085350036621094e+01
2.734398460388183594e+01
2.709283256530761719e+01
2.693207931518554688e+01
2.692388343811035156e+01
2.710315513610839844e+01
2.714760208129882812e+01
2.714390754699707031e+01
2.716202735900878906e+01
2.724482154846191406e+01
2.740452384948730469e+01
2.755664825439453125e+01
2.720055198669433594e+01
2.710694503784179688e+01
2.719758605957031250e+01
2.683091163635253906e+01
2.712228584289550781e+01
2.702017211914062500e+01
2.726631164550781250e+01
2.721161270141601562e+01
2.705311775207519531e+01
2.674123954772949219e+01
2.664244079589843750e+01
2.677253913879394531e+01
2.676937866210937500e+01
2.710633277893066406e+01
2.698642158508300781e+01
2.634502983093261719e+01
2.524266433715820312e+01
2.520889282226562500e+01
2.497546195983886719e+01
2.503992462158203125e+01
2.511889266967773438e+01
2.502457237243652344e+01
2.492012023925781250e+01
2.494937515258789062e+01
2.472219657897949219e+01
2.471253395080566406e+01
2.499227714538574219e+01
2.480785942077636719e+01
2.462296485900878906e+01
2.467190742492675781e+01
2.452776718139648438e+01
2.445188903808593750e+01
2.427907943725585938e+01
2.457232666015625000e+01
2.460942077636718750e+01
2.497863769531250000e+01
2.490070533752441406e+01
2.464688301086425781e+01
2.462969207763671875e+01
2.456073570251464844e+01
2.468840217590332031e+01
2.474215698242187500e+01
2.466257286071777344e+01
2.448752212524414062e+01
2.424105453491210938e+01
2.407862854003906250e+01
2.387729263305664062e+01
2.428504371643066406e+01
2.445391273498535156e+01
2.461042213439941406e+01
2.436522102355957031e+01
2.448268890380859375e+01
2.456201362609863281e+01
2.489179039001464844e+01
2.513483619689941406e+01
2.527364921569824219e+01
2.543280029296875000e+01
2.564507293701171875e+01
2.591538429260253906e+01
2.619630432128906250e+01
2.608234596252441406e+01
2.599377059936523438e+01
2.612968444824218750e+01
2.636672401428222656e+01
2.631080818176269531e+01
2.617272186279296875e+01
2.579739379882812500e+01
2.591660308837890625e+01
2.597538566589355469e+01
2.578278160095214844e+01
2.572247123718261719e+01
2.574461364746093750e+01
2.571737289428710938e+01
2.547955322265625000e+01
2.539391326904296875e+01
2.537704658508300781e+01
2.499350357055664062e+01
2.503091239929199219e+01
2.475525093078613281e+01
2.583497810363769531e+01
2.600540733337402344e+01
2.599123191833496094e+01
2.600890922546386719e+01
2.609737968444824219e+01
2.618716430664062500e+01
2.615345191955566406e+01
2.600272941589355469e+01
2.596117019653320312e+01
2.555836296081542969e+01
2.537467002868652344e+01
2.527629089355468750e+01
2.543546485900878906e+01
2.490135192871093750e+01
2.497017288208007812e+01
2.495820236206054688e+01
2.518329238891601562e+01
2.522110557556152344e+01
2.523632240295410156e+01
2.533763504028320312e+01
2.528408813476562500e+01
2.523006248474121094e+01
2.542476844787597656e+01
2.592921447753906250e+01
2.612981605529785156e+01
2.594093322753906250e+01
2.613322067260742188e+01
2.632118034362792969e+01
2.666213226318359375e+01
2.680164146423339844e+01
2.690569686889648438e+01
2.684128952026367188e+01
2.670970916748046875e+01
2.674384498596191406e+01
2.654895210266113281e+01
