Predicted_High
2.653995132446289062e+01
2.668001174926757812e+01
2.671567916870117188e+01
2.657894134521484375e+01
2.636454010009765625e+01
2.635124778747558594e+01
2.612061309814453125e+01
2.604220962524414062e+01
2.634921455383300781e+01
2.634218978881835938e+01
2.618012619018554688e+01
2.642441940307617188e+01
2.680245018005371094e+01
2.682305145263671875e+01
2.691421127319335938e+01
2.694419860839843750e+01
2.656587219238281250e+01
2.667651939392089844e+01
2.676426887512207031e+01
2.718128204345703125e+01
2.702492141723632812e+01
2.667590141296386719e+01
2.662750434875488281e+01
2.658627700805664062e+01
2.678951454162597656e+01
2.727385902404785156e+01
2.735737609863281250e+01
2.766965293884277344e+01
2.726696395874023438e+01
2.708565330505371094e+01
2.718332290649414062e+01
2.696522140502929688e+01
2.681344985961914062e+01
2.677671051025390625e+01
2.632980918884277344e+01
2.648368835449218750e+01
2.651300811767578125e+01
2.619215965270996094e+01
2.596943473815917969e+01
2.598309516906738281e+01
2.589165115356445312e+01
2.650944137573242188e+01
2.762260055541992188e+01
2.774154853820800781e+01
2.779543685913085938e+01
2.770287895202636719e+01
2.775576972961425781e+01
2.797938156127929688e+01
2.813991928100585938e+01
2.791653060913085938e+01
2.779091262817382812e+01
2.817998313903808594e+01
2.819538307189941406e+01
2.823807716369628906e+01
2.821252822875976562e+01
2.830244827270507812e+01
2.842039489746093750e+01
2.855508804321289062e+01
2.863506126403808594e+01
2.863084983825683594e+01
2.869012260437011719e+01
2.873414039611816406e+01
2.884589767456054688e+01
2.890717315673828125e+01
2.870010948181152344e+01
2.847927284240722656e+01
2.843853378295898438e+01
2.807282257080078125e+01
